@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'\"d $350,000-1 million\"',98032,68
'\"d $350,000-1 million\"',98057,0
'\"d $350,000-1 million\"',98198,26
'\"d $350,000-1 million\"',98225,33
'\"d $350,000-1 million\"',98033,66
'\"d $350,000-1 million\"',99201,231
'\"d $350,000-1 million\"',98027,0
'\"d $350,000-1 million\"',99344,46
'\"d $350,000-1 million\"',98402,50
'\"d $350,000-1 million\"',98033,17
'\"d $350,000-1 million\"',98036,87
'\"d $350,000-1 million\"',98225,60
'\"d $350,000-1 million\"',98237,30
'\"d $350,000-1 million\"',98012,76
'\"d $350,000-1 million\"',98007,42
'\"d $350,000-1 million\"',98225,25
'\"d $350,000-1 million\"',98106,0
'\"d $350,000-1 million\"',98052,36
'\"d $350,000-1 million\"',98103,49
'\"d $350,000-1 million\"',98003,0
'\"d $350,000-1 million\"',98004,25
'\"d $350,000-1 million\"',98108,37
'\"d $350,000-1 million\"',99336,71
'\"d $350,000-1 million\"',99336,69
'\"d $350,000-1 million\"',98027,54
'\"d $350,000-1 million\"',99201,0
'\"d $350,000-1 million\"',98052,60
'\"d $350,000-1 million\"',98105,27
'\"d $350,000-1 million\"',98101,24
'\"d $350,000-1 million\"',98101,78
'\"d $350,000-1 million\"',98001,0
'\"d $350,000-1 million\"',98801,203
'\"d $350,000-1 million\"',99163,65
'\"d $350,000-1 million\"',99163,0
'\"d $350,000-1 million\"',99163,0
'\"d $350,000-1 million\"',98102,21
'\"d $350,000-1 million\"',98122,43
'\"d $350,000-1 million\"',98550,0
'\"d $350,000-1 million\"',98134,52
'\"d $350,000-1 million\"',98683,0
'\"d $350,000-1 million\"',98632,96
'\"d $350,000-1 million\"',98040,22
'\"d $350,000-1 million\"',98042,0
'\"d $350,000-1 million\"',98072,62
'\"d $350,000-1 million\"',98208,38
'\"d $350,000-1 million\"',98424,0
'\"d $350,000-1 million\"',98004,12
'\"d $350,000-1 million\"',98501,73
'\"d $350,000-1 million\"',98005,65
'\"d $350,000-1 million\"',98321,0
'\"d $350,000-1 million\"',98225,31
'\"d $350,000-1 million\"',98448,31
'\"d $350,000-1 million\"',98133,34
'\"d $350,000-1 million\"',99006,43
'\"d $350,000-1 million\"',98052,42
'\"d $350,000-1 million\"',98272,37
'\"d $350,000-1 million\"',99301,47
'\"d $350,000-1 million\"',99336,0
'\"d $350,000-1 million\"',99352,47
'\"d $350,000-1 million\"',99224,0
'\"d $350,000-1 million\"',98033,36
'\"d $350,000-1 million\"',98802,42
'\"d $350,000-1 million\"',98296,0
'\"d $350,000-1 million\"',98801,0
'\"d $350,000-1 million\"',98335,0
'\"d $350,000-1 million\"',98007,0
'\"d $350,000-1 million\"',98327,0
'\"d $350,000-1 million\"',98250,22
'\"d $350,000-1 million\"',98036,176
'\"d $350,000-1 million\"',98104,0
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',99216,0
'\"d $350,000-1 million\"',98134,37
'\"d $350,000-1 million\"',98662,171
'\"d $350,000-1 million\"',98133,40
'\"d $350,000-1 million\"',98448,42
'\"d $350,000-1 million\"',98032,14
'\"d $350,000-1 million\"',98134,49
'\"d $350,000-1 million\"',98031,54
'\"d $350,000-1 million\"',98002,0
'\"d $350,000-1 million\"',98155,37
'\"d $350,000-1 million\"',98362,130
'\"d $350,000-1 million\"',98383,47
'\"d $350,000-1 million\"',98335,40
'\"d $350,000-1 million\"',98682,41
'\"d $350,000-1 million\"',98624,55
'\"d $350,000-1 million\"',98312,100
'\"d $350,000-1 million\"',98528,25
'\"d $350,000-1 million\"',98239,0
'\"d $350,000-1 million\"',98115,31
'\"d $350,000-1 million\"',98052,39
'\"d $350,000-1 million\"',98660,0
'\"d $350,000-1 million\"',98166,38
'\"d $350,000-1 million\"',99301,0
'\"d $350,000-1 million\"',98004,0
'\"d $350,000-1 million\"',98660,18
'\"d $350,000-1 million\"',98367,0
'\"d $350,000-1 million\"',98204,53
'\"d $350,000-1 million\"',98005,0
'\"d $350,000-1 million\"',98037,0
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',98248,43
'\"d $350,000-1 million\"',98198,30
'\"d $350,000-1 million\"',98032,0
'\"d $350,000-1 million\"',98390,0
'\"d $350,000-1 million\"',99336,0
'\"d $350,000-1 million\"',98223,0
'\"d $350,000-1 million\"',99217,6
'\"d $350,000-1 million\"',99214,13
'\"d $350,000-1 million\"',98004,0
'\"d $350,000-1 million\"',98402,32
'\"d $350,000-1 million\"',98022,0
'\"d $350,000-1 million\"',98038,15
'\"d $350,000-1 million\"',99301,82
'\"d $350,000-1 million\"',98684,85
'\"d $350,000-1 million\"',98133,0
'\"d $350,000-1 million\"',98121,0
'\"d $350,000-1 million\"',98948,30
'\"d $350,000-1 million\"',98007,23
'\"d $350,000-1 million\"',98383,36
'\"d $350,000-1 million\"',98072,51
'\"d $350,000-1 million\"',98103,90
'\"d $350,000-1 million\"',98107,50
'\"d $350,000-1 million\"',98372,0
'\"d $350,000-1 million\"',99016,0
'\"d $350,000-1 million\"',99223,28
'\"d $350,000-1 million\"',98201,26
'\"d $350,000-1 million\"',99354,48
'\"d $350,000-1 million\"',98501,47
'\"d $350,000-1 million\"',98005,16
'\"d $350,000-1 million\"',99217,27
'\"d $350,000-1 million\"',98802,187
'\"d $350,000-1 million\"',98402,78
'\"d $350,000-1 million\"',99001,0
'\"d $350,000-1 million\"',98204,50
'\"d $350,000-1 million\"',98101,90
'\"d $350,000-1 million\"',98146,70
'\"d $350,000-1 million\"',98660,0
'\"d $350,000-1 million\"',98390,0
'\"d $350,000-1 million\"',98843,90
'\"d $350,000-1 million\"',98004,99
'\"d $350,000-1 million\"',98942,25
'\"d $350,000-1 million\"',98499,0
'\"d $350,000-1 million\"',98248,27
'\"d $350,000-1 million\"',98101,16
'\"d $350,000-1 million\"',98092,17
'\"d $350,000-1 million\"',99301,29
'\"d $350,000-1 million\"',98104,28
'\"d $350,000-1 million\"',98801,90
'\"d $350,000-1 million\"',98134,56
'\"d $350,000-1 million\"',98104,21
'\"d $350,000-1 million\"',98144,120
'\"d $350,000-1 million\"',99202,0
'\"d $350,000-1 million\"',98907,0
'\"d $350,000-1 million\"',98674,36
'\"d $350,000-1 million\"',98270,42
'\"d $350,000-1 million\"',98363,72
'\"d $350,000-1 million\"',98006,45
'\"d $350,000-1 million\"',98108,26
'\"d $350,000-1 million\"',98409,0
'\"d $350,000-1 million\"',98103,22
'\"d $350,000-1 million\"',98662,105
'\"d $350,000-1 million\"',98007,75
'\"d $350,000-1 million\"',98405,0
'\"d $350,000-1 million\"',99362,0
'\"d $350,000-1 million\"',98004,0
'\"d $350,000-1 million\"',98121,14
'\"d $350,000-1 million\"',98275,0
'\"d $350,000-1 million\"',98662,38
'\"d $350,000-1 million\"',99354,0
'\"d $350,000-1 million\"',98032,57
'\"d $350,000-1 million\"',98004,34
'\"d $350,000-1 million\"',99347,24
'\"d $350,000-1 million\"',98072,25
'\"d $350,000-1 million\"',99216,0
'\"d $350,000-1 million\"',98936,44
'\"d $350,000-1 million\"',98122,0
'\"d $350,000-1 million\"',98365,63
'\"d $350,000-1 million\"',98370,41
'\"d $350,000-1 million\"',98271,62
'\"d $350,000-1 million\"',98368,33
'\"d $350,000-1 million\"',98125,40
'\"d $350,000-1 million\"',98204,18
'\"d $350,000-1 million\"',98335,49
'\"d $350,000-1 million\"',98005,23
'\"d $350,000-1 million\"',98815,0
'\"d $350,000-1 million\"',98296,0
'\"d $350,000-1 million\"',99201,32
'\"d $350,000-1 million\"',98620,0
'\"d $350,000-1 million\"',98033,35
'\"d $350,000-1 million\"',99212,25
'\"d $350,000-1 million\"',98032,22
'\"d $350,000-1 million\"',98310,80
'\"d $350,000-1 million\"',98272,0
'\"d $350,000-1 million\"',98516,0
'\"d $350,000-1 million\"',99336,52
'\"d $350,000-1 million\"',98144,0
'\"d $350,000-1 million\"',98682,41
'\"d $350,000-1 million\"',99019,38
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',98674,41
'\"d $350,000-1 million\"',98047,63
'\"d $350,000-1 million\"',98390,0
'\"d $350,000-1 million\"',98444,40
'\"d $350,000-1 million\"',98164,0
'\"d $350,000-1 million\"',98375,38
'\"d $350,000-1 million\"',99301,50
'\"d $350,000-1 million\"',98021,44
'\"d $350,000-1 million\"',98005,46
'\"d $350,000-1 million\"',98661,77
'\"d $350,000-1 million\"',98032,24
'\"d $350,000-1 million\"',98012,64
'\"d $350,000-1 million\"',98109,16
'\"d $350,000-1 million\"',98903,35
'\"d $350,000-1 million\"',98908,0
'\"d $350,000-1 million\"',98362,36
'\"d $350,000-1 million\"',98188,22
'\"d $350,000-1 million\"',98233,24
'\"d $350,000-1 million\"',98168,57
'\"d $350,000-1 million\"',98296,0
'\"d $350,000-1 million\"',98119,34
'\"d $350,000-1 million\"',98020,32
'\"d $350,000-1 million\"',98072,49
'\"d $350,000-1 million\"',98011,29
'\"d $350,000-1 million\"',98072,48
'\"d $350,000-1 million\"',98021,0
'\"d $350,000-1 million\"',98005,100
'\"d $350,000-1 million\"',98022,23
'\"d $350,000-1 million\"',99217,49
'\"d $350,000-1 million\"',98908,0
'\"d $350,000-1 million\"',98001,0
'\"d $350,000-1 million\"',98371,0
'\"d $350,000-1 million\"',98221,79
'\"d $350,000-1 million\"',98662,43
'\"d $350,000-1 million\"',98112,25
'\"d $350,000-1 million\"',98027,31
'\"d $350,000-1 million\"',98662,31
'\"d $350,000-1 million\"',98223,19
'\"d $350,000-1 million\"',98036,58
'\"d $350,000-1 million\"',99224,0
'\"d $350,000-1 million\"',98109,0
'\"d $350,000-1 million\"',98221,36
'\"d $350,000-1 million\"',98290,0
'\"d $350,000-1 million\"',99207,35
'\"d $350,000-1 million\"',98373,110
'\"d $350,000-1 million\"',98275,25
'\"d $350,000-1 million\"',98087,0
'\"d $350,000-1 million\"',98109,41
'\"d $350,000-1 million\"',98021,0
'\"d $350,000-1 million\"',99019,0
'\"d $350,000-1 million\"',98001,65
'\"d $350,000-1 million\"',98036,47
'\"d $350,000-1 million\"',98188,0
'\"d $350,000-1 million\"',99019,54
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',99201,243
'\"d $350,000-1 million\"',98032,168
'\"d $350,000-1 million\"',98104,0
'\"d $350,000-1 million\"',98133,65
'\"d $350,000-1 million\"',98258,0
'\"d $350,000-1 million\"',98406,115
'\"d $350,000-1 million\"',98057,43
'\"d $350,000-1 million\"',98506,0
'\"d $350,000-1 million\"',98004,43
'\"d $350,000-1 million\"',98121,15
'\"d $350,000-1 million\"',98506,0
'\"d $350,000-1 million\"',98168,57
'\"d $350,000-1 million\"',98144,0
'\"d $350,000-1 million\"',98032,24
'\"d $350,000-1 million\"',98155,27
'\"d $350,000-1 million\"',98001,46
'\"d $350,000-1 million\"',98421,32
'\"d $350,000-1 million\"',99163,26
'\"d $350,000-1 million\"',98040,25
'\"d $350,000-1 million\"',98005,57
'\"d $350,000-1 million\"',98119,31
'\"d $350,000-1 million\"',98103,27
'\"d $350,000-1 million\"',98935,0
'\"d $350,000-1 million\"',98087,27
'\"d $350,000-1 million\"',98036,0
'\"d $350,000-1 million\"',98021,26
'\"d $350,000-1 million\"',98033,35
'\"d $350,000-1 million\"',98108,0
'\"d $350,000-1 million\"',98002,45
'\"d $350,000-1 million\"',98001,42
'\"d $350,000-1 million\"',98108,37
'\"d $350,000-1 million\"',98372,0
'\"d $350,000-1 million\"',98052,27
'\"d $350,000-1 million\"',98201,67
'\"d $350,000-1 million\"',98034,25
'\"d $350,000-1 million\"',99212,0
'\"d $350,000-1 million\"',98109,30
'\"d $350,000-1 million\"',98105,48
'\"d $350,000-1 million\"',98052,42
'\"d $350,000-1 million\"',98168,25
'\"d $350,000-1 million\"',98033,0
'\"d $350,000-1 million\"',98122,42
'\"d $350,000-1 million\"',98848,68
'\"d $350,000-1 million\"',98032,26
'\"d $350,000-1 million\"',98004,54
'\"d $350,000-1 million\"',98837,0
'\"d $350,000-1 million\"',98108,0
'\"d $350,000-1 million\"',98011,31
'\"d $350,000-1 million\"',98005,0
'\"d $350,000-1 million\"',98502,31
'\"d $350,000-1 million\"',98001,23
'\"d $350,000-1 million\"',98052,81
'\"d $350,000-1 million\"',98626,0
'\"d $350,000-1 million\"',99403,0
'\"d $350,000-1 million\"',99336,115
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',98005,0
'\"d $350,000-1 million\"',98801,34
'\"d $350,000-1 million\"',98421,70
'\"d $350,000-1 million\"',98021,29
'\"d $350,000-1 million\"',98101,28
'\"d $350,000-1 million\"',98034,0
'\"d $350,000-1 million\"',99202,37
'\"d $350,000-1 million\"',98045,0
'\"d $350,000-1 million\"',98467,28
'\"d $350,000-1 million\"',98660,46
'\"d $350,000-1 million\"',98057,24
'\"d $350,000-1 million\"',98502,0
'\"d $350,000-1 million\"',98057,0
'\"d $350,000-1 million\"',98576,17
'\"d $350,000-1 million\"',98109,0
'\"d $350,000-1 million\"',98499,94
'\"d $350,000-1 million\"',98059,16
'\"d $350,000-1 million\"',98421,37
'\"d $350,000-1 million\"',98144,0
'\"d $350,000-1 million\"',98387,0
'\"d $350,000-1 million\"',98373,0
'\"d $350,000-1 million\"',98051,22
'\"d $350,000-1 million\"',98409,0
'\"d $350,000-1 million\"',98028,0
'\"d $350,000-1 million\"',98178,26
'\"d $350,000-1 million\"',98273,0
'\"d $350,000-1 million\"',99217,0
'\"d $350,000-1 million\"',98390,38
'\"d $350,000-1 million\"',99019,46
'\"d $350,000-1 million\"',99201,0
'\"d $350,000-1 million\"',98422,20
'\"d $350,000-1 million\"',99357,70
'\"d $350,000-1 million\"',98664,65
'\"d $350,000-1 million\"',99336,71
'\"d $350,000-1 million\"',98107,98
'\"d $350,000-1 million\"',98903,63
'\"d $350,000-1 million\"',98642,26
'\"d $350,000-1 million\"',98226,40
'\"d $350,000-1 million\"',98290,0
'\"d $350,000-1 million\"',99354,36
'\"d $350,000-1 million\"',98908,209
'\"d $350,000-1 million\"',98501,25
'\"d $350,000-1 million\"',98033,31
'\"d $350,000-1 million\"',98003,160
'\"d $350,000-1 million\"',98409,0
'\"d $350,000-1 million\"',98121,35
'\"d $350,000-1 million\"',98660,64
'\"d $350,000-1 million\"',98042,0
'\"d $350,000-1 million\"',98036,0
'\"d $350,000-1 million\"',98248,34
'\"d $350,000-1 million\"',99212,156
'\"d $350,000-1 million\"',98001,86
'\"d $350,000-1 million\"',98001,49
'\"d $350,000-1 million\"',98188,48
'\"d $350,000-1 million\"',98290,42
'\"d $350,000-1 million\"',98103,21
'\"d $350,000-1 million\"',98188,59
'\"d $350,000-1 million\"',98010,35
'\"d $350,000-1 million\"',98258,0
'\"d $350,000-1 million\"',98122,0
'\"d $350,000-1 million\"',98161,30
'\"d $350,000-1 million\"',98104,33
'\"d $350,000-1 million\"',98109,0
'\"d $350,000-1 million\"',98841,64
'\"d $350,000-1 million\"',98801,78
'\"d $350,000-1 million\"',98109,24
'\"d $350,000-1 million\"',98264,21
'\"d $350,000-1 million\"',98034,34
'\"d $350,000-1 million\"',98221,22
'\"d $350,000-1 million\"',98101,22
'\"d $350,000-1 million\"',98002,101
'\"d $350,000-1 million\"',98512,0
'\"d $350,000-1 million\"',98531,0
'\"d $350,000-1 million\"',99352,47
'\"d $350,000-1 million\"',98050,35
'\"d $350,000-1 million\"',98198,98
'\"d $350,000-1 million\"',98496,26
'\"d $350,000-1 million\"',98815,56
'\"d $350,000-1 million\"',98821,35
'\"d $350,000-1 million\"',98632,0
'\"d $350,000-1 million\"',98373,0
'\"d $350,000-1 million\"',98057,57
'\"d $350,000-1 million\"',98057,41
'\"d $350,000-1 million\"',98409,59
'\"d $350,000-1 million\"',98512,0
'\"d $350,000-1 million\"',98021,0
'\"d $350,000-1 million\"',98052,75
'\"d $350,000-1 million\"',99224,0
'\"d $350,000-1 million\"',98683,55
'\"d $350,000-1 million\"',98122,0
'\"d $350,000-1 million\"',98383,0
'\"d $350,000-1 million\"',98107,30
'\"d $350,000-1 million\"',98391,0
'\"d $350,000-1 million\"',98661,61
'\"d $350,000-1 million\"',98401,30
'\"d $350,000-1 million\"',98116,0
'\"d $350,000-1 million\"',98501,0
'\"d $350,000-1 million\"',99326,0
'\"d $350,000-1 million\"',98233,0
'\"d $350,000-1 million\"',98233,0
'\"d $350,000-1 million\"',98229,75
'\"d $350,000-1 million\"',98837,35
'\"d $350,000-1 million\"',98403,0
'\"d $350,000-1 million\"',98032,48
'\"d $350,000-1 million\"',98337,49
'\"d $350,000-1 million\"',98272,56
'\"d $350,000-1 million\"',98053,0
'\"d $350,000-1 million\"',99109,50
'\"d $350,000-1 million\"',98037,57
'\"d $350,000-1 million\"',98686,38
'\"d $350,000-1 million\"',98375,51
'\"d $350,000-1 million\"',98072,0
'\"d $350,000-1 million\"',99338,56
'\"d $350,000-1 million\"',99301,292
'\"d $350,000-1 million\"',98121,24
'\"d $350,000-1 million\"',98815,37
'\"d $350,000-1 million\"',98101,0
'\"d $350,000-1 million\"',99336,45
'\"d $350,000-1 million\"',98607,33
'\"d $350,000-1 million\"',99212,0
'\"d $350,000-1 million\"',98502,70
'\"d $350,000-1 million\"',98901,75
'\"d $350,000-1 million\"',98390,160
'\"d $350,000-1 million\"',98684,107
'\"d $350,000-1 million\"',99217,0
'\"d $350,000-1 million\"',98034,0
'\"d $350,000-1 million\"',98901,31
'\"d $350,000-1 million\"',98102,60
'\"d $350,000-1 million\"',98134,0
'\"d $350,000-1 million\"',98059,0
'\"d $350,000-1 million\"',98103,0
'\"d $350,000-1 million\"',98033,0
'\"d $350,000-1 million\"',98607,66
'\"d $350,000-1 million\"',98402,21
'\"d $350,000-1 million\"',98312,28
'\"d $350,000-1 million\"',98391,0
'\"d $350,000-1 million\"',98258,0
'\"d $350,000-1 million\"',98373,23
'\"d $350,000-1 million\"',98661,82
'\"d $350,000-1 million\"',99220,34
'\"d $350,000-1 million\"',98104,0
'\"d $350,000-1 million\"',98107,50
'\"d $350,000-1 million\"',98239,0
'\"d $350,000-1 million\"',98105,32
'\"d $350,000-1 million\"',98665,0
'\"d $350,000-1 million\"',98115,31
'\"d $350,000-1 million\"',98245,88
'\"d $350,000-1 million\"',98144,50
'\"d $350,000-1 million\"',98604,44
'\"d $350,000-1 million\"',98632,38
'\"d $350,000-1 million\"',98101,0
'\"d $350,000-1 million\"',98032,23
'\"d $350,000-1 million\"',98584,0
'\"d $350,000-1 million\"',98104,28
'\"d $350,000-1 million\"',98937,0
'\"d $350,000-1 million\"',98027,0
'\"d $350,000-1 million\"',98126,110
'\"d $350,000-1 million\"',99336,51
'\"d $350,000-1 million\"',99357,56
'\"d $350,000-1 million\"',98204,30
'\"d $350,000-1 million\"',99352,50
'\"d $350,000-1 million\"',99201,156
'\"d $350,000-1 million\"',98004,18
'\"d $350,000-1 million\"',98816,60
'\"d $350,000-1 million\"',98004,0
'\"d $350,000-1 million\"',98660,15
'\"d $350,000-1 million\"',98201,0
'\"d $350,000-1 million\"',98108,37
'\"d $350,000-1 million\"',99201,0
'\"d $350,000-1 million\"',99301,51
'\"d $350,000-1 million\"',98107,41
'\"d $350,000-1 million\"',98362,41
'\"d $350,000-1 million\"',99019,0
'\"d $350,000-1 million\"',98101,0
'\"d $350,000-1 million\"',98335,50
'\"d $350,000-1 million\"',98335,22
'\"d $350,000-1 million\"',98335,22
'\"d $350,000-1 million\"',98012,0
'\"d $350,000-1 million\"',99016,40
'\"d $350,000-1 million\"',98144,0
'\"d $350,000-1 million\"',98072,0
'\"d $350,000-1 million\"',98390,0
'\"d $350,000-1 million\"',98103,51
'\"d $350,000-1 million\"',98043,28
'\"d $350,000-1 million\"',98104,60
'\"d $350,000-1 million\"',99201,0
'\"d $350,000-1 million\"',98226,17
'\"d $350,000-1 million\"',98409,0
'\"d $350,000-1 million\"',98936,75
'\"d $350,000-1 million\"',99203,0
'\"d $350,000-1 million\"',99336,0
'\"d $350,000-1 million\"',98148,19
'\"d $350,000-1 million\"',98199,0
'\"d $350,000-1 million\"',98109,37
'\"d $350,000-1 million\"',98383,64
'\"d $350,000-1 million\"',98004,69
'\"d $350,000-1 million\"',99357,67
'\"d $350,000-1 million\"',98312,25
'\"d $350,000-1 million\"',99343,0
'\"d $350,000-1 million\"',98208,0
'\"d $350,000-1 million\"',98116,0
'\"d $350,000-1 million\"',98125,41
'\"d $350,000-1 million\"',99208,0
'\"d $350,000-1 million\"',98027,51
'\"d $350,000-1 million\"',98007,82
'\"d $350,000-1 million\"',98403,0
'\"d $350,000-1 million\"',98037,34
'\"d $350,000-1 million\"',98233,87
'\"d $350,000-1 million\"',98275,25
'\"d $350,000-1 million\"',98498,0
'\"d $350,000-1 million\"',98404,28
'\"d $350,000-1 million\"',98271,0
'\"d $350,000-1 million\"',98106,25
'\"d $350,000-1 million\"',98001,56
'\"d $350,000-1 million\"',98020,110
'\"d $350,000-1 million\"',98221,0
'\"d $350,000-1 million\"',98004,25
'\"d $350,000-1 million\"',98506,30
'\"d $350,000-1 million\"',98007,200
'\"d $350,000-1 million\"',98004,0
'\"d $350,000-1 million\"',98438,26
'\"d $350,000-1 million\"',98275,0
'\"d $350,000-1 million\"',99344,98
'\"d $350,000-1 million\"',98053,0
'\"d $350,000-1 million\"',98053,0
'\"d $350,000-1 million\"',98053,49
'\"d $350,000-1 million\"',99362,22
'\"d $350,000-1 million\"',98108,20
'\"d $350,000-1 million\"',98665,30
'\"d $350,000-1 million\"',98275,0
'\"d $350,000-1 million\"',98275,0
'\"d $350,000-1 million\"',98052,0
'\"d $350,000-1 million\"',98816,118
'\"d $350,000-1 million\"',98112,0
'\"d $350,000-1 million\"',98801,0
'\"d $350,000-1 million\"',98104,0
'\"d $350,000-1 million\"',98372,40
'\"d $350,000-1 million\"',98121,25
'\"d $350,000-1 million\"',99201,25
'\"d $350,000-1 million\"',98040,48
'\"d $350,000-1 million\"',98648,17
'\"d $350,000-1 million\"',98043,23
'\"d $350,000-1 million\"',98107,64
'\"d $350,000-1 million\"',98134,22
'\"d $350,000-1 million\"',98188,0
'\"d $350,000-1 million\"',98409,76
'\"d $350,000-1 million\"',98264,25
'\"d $350,000-1 million\"',98264,41
'\"d $350,000-1 million\"',99204,34
'\"d $350,000-1 million\"',98144,41
'\"d $350,000-1 million\"',98107,42
'\"d $350,000-1 million\"',98021,35
'\"d $350,000-1 million\"',98409,19
'\"d $350,000-1 million\"',98584,0
'\"d $350,000-1 million\"',98665,28
'\"d $350,000-1 million\"',98942,20
'\"d $350,000-1 million\"',98201,75
'\"d $350,000-1 million\"',98203,30
'\"d $350,000-1 million\"',98815,42
'\"d $350,000-1 million\"',98027,0
'\"d $350,000-1 million\"',98501,63
'\"d $350,000-1 million\"',98031,25
'\"d $350,000-1 million\"',98201,0
'\"d $350,000-1 million\"',98036,27
'\"d $350,000-1 million\"',98032,0
'\"d $350,000-1 million\"',98221,77
'\"d $350,000-1 million\"',98571,0
'\"d $350,000-1 million\"',98571,0
'\"d $350,000-1 million\"',98077,38
'\"d $350,000-1 million\"',98032,0
'\"d $350,000-1 million\"',98201,35
'\"d $350,000-1 million\"',98225,100
'\"d $350,000-1 million\"',98012,45
'\"d $350,000-1 million\"',98532,49
'\"d $350,000-1 million\"',98028,0
'\"d $350,000-1 million\"',98158,48
'\"d $350,000-1 million\"',98188,80
'\"d $350,000-1 million\"',98371,86
'\"d $350,000-1 million\"',98001,26
'\"d $350,000-1 million\"',98201,71
'\"d $350,000-1 million\"',98001,0
'\"d $350,000-1 million\"',98134,43
'\"d $350,000-1 million\"',98108,75
'\"d $350,000-1 million\"',98188,60
'\"d $350,000-1 million\"',98109,73
'\"d $350,000-1 million\"',98188,0
'\"d $350,000-1 million\"',98188,100
'\"d $350,000-1 million\"',98134,38
'\"d $350,000-1 million\"',98121,137
'\"d $350,000-1 million\"',98101,50
'\"d $350,000-1 million\"',98108,53
'\"d $350,000-1 million\"',98108,36
'\"d $350,000-1 million\"',98101,45
'\"d $350,000-1 million\"',98223,0
'\"d $350,000-1 million\"',98144,30
'\"d $350,000-1 million\"',98107,179
'\"d $350,000-1 million\"',98122,24
'\"d $350,000-1 million\"',98112,54
'\"d $350,000-1 million\"',98109,47
'\"d $350,000-1 million\"',98199,62
'\"d $350,000-1 million\"',98177,127
'\"d $350,000-1 million\"',98204,17
'\"d $350,000-1 million\"',98003,0
'\"d $350,000-1 million\"',98001,47
'\"d $350,000-1 million\"',98011,35
'\"d $350,000-1 million\"',98506,31
'\"d $350,000-1 million\"',98134,25
'\"d $350,000-1 million\"',98445,0
'\"d $350,000-1 million\"',98004,73
'\"d $350,000-1 million\"',98108,198
